"OBJECTID","PERMIT_TYPE","DBA","CAMIS","APPROVED_SIDEWALK","APPROVED_ROAD","SUBMISSION_DATE1"
3646,"sidewalk","Astoria Pizza","50033304","yes","no",22-JUN-20
6441,"both","Fair Grocery Corp","50033304","yes","yes",29-JUN-20
5211,"both","TEA AND MILK","50033380","yes","yes",25-JUN-20
1285,"sidewalk","Wing bistro","50033434","yes","no",19-JUN-20
4950,"sidewalk","Clo Cruz inc","50033448","yes","no",24-JUN-20
2973,"sidewalk","Industry Kitchen","50033451","yes","no",21-JUN-20
5544,"both","Upholstery Store","50033458","yes","yes",25-JUN-20
5333,"sidewalk","Oaxaca Hells Kitchen","50033478","yes","no",25-JUN-20
9877,"both","Teddy's Bar & Grill","50033492","yes","yes",06-AUG-20
9876,"sidewalk","Teddy's Bar & Grill","50033492","yes","no",06-AUG-20
4369,"roadway","Davis and DeVore Group LLC","50033492","no","yes",23-JUN-20
6347,"both","Dale Diner","50033511","yes","yes",29-JUN-20
10403,"roadway","Podo Inc.","50033552","no","yes",18-AUG-20
7950,"sidewalk","Yuzu","50033552","yes","no",09-JUL-20
9157,"both","Black Tap","50033595","yes","yes",22-JUL-20
6585,"both","Shanes Brooklyn Restaurant","50033605","yes","yes",30-JUN-20
2447,"sidewalk","Abba Bar & Grill","50033665","yes","no",20-JUN-20
2065,"both","Virginia's","50033694","yes","yes",20-JUN-20
1591,"both","SoleLuna","50033696","yes","yes",19-JUN-20
11464,"roadway","ANGEL OF HARLEM","50033699","no","yes",03-NOV-20
1803,"roadway","Angel of Harlem LLC","50033699","no","yes",19-JUN-20
7930,"both","Dalglish7 Inc","50033707","yes","yes",09-JUL-20
6594,"both","Samurai Mama","50033708","yes","yes",30-JUN-20
4229,"both","Ichibantei Pub Inc","50033733","yes","yes",23-JUN-20
3454,"both","Feast On Us","50033767","yes","yes",22-JUN-20
1730,"sidewalk","NATIVIDAD RESTAURANT CORP","50033769","yes","no",19-JUN-20
7295,"sidewalk","TASTY & CO","50033770","yes","no",05-JUL-20
470,"both","Red Hook Lobster Pound","50033781","yes","yes",19-JUN-20
162,"roadway","Red Hook Lobster Pound","50033781","no","yes",19-JUN-20
10644,"both","HUNAN DELIGHT","50033788","yes","yes",26-AUG-20
10643,"both","HUNAN DELIGHT","50033788","yes","yes",26-AUG-20
3264,"sidewalk","Benson's NYC LLC","50033791","yes","no",22-JUN-20
7999,"both","SenYa Japanese Restaurant Inc","50033797","yes","yes",10-JUL-20
3896,"both","Rustic Table","50033805","yes","yes",22-JUN-20
2356,"both","Sushi D inc.","50033833","yes","yes",20-JUN-20
2509,"sidewalk","7 e 14 food  corp.","50033839","yes","no",20-JUN-20
9000,"openstreets","Dimes","50033845","no","no",20-JUL-20
1183,"both","Dimes","50033845","yes","yes",19-JUN-20
4147,"sidewalk","L'imprimerie, LLC","50033846","yes","no",23-JUN-20
7277,"both","Yaroa's house","50033876","yes","yes",04-JUL-20
2696,"both","Greek Eats","50033902","yes","yes",20-JUN-20
10616,"both","R &amp; J LOUNGE","50033938","yes","yes",25-AUG-20
5423,"roadway","Seamore's","50033976","no","yes",25-JUN-20
10300,"both","Mee Noodle","50034050","yes","yes",16-AUG-20
500,"sidewalk","Colina Cuervo","50034093","yes","no",19-JUN-20
2156,"sidewalk","Brothers Bakery Cafe Corp","50034094","yes","no",20-JUN-20
3710,"both","JG Melon","50034098","yes","yes",22-JUN-20
5538,"both","Elllas burger, Corp","50034142","yes","yes",25-JUN-20
4271,"sidewalk","Xime deli corp","50034179","yes","no",23-JUN-20
2337,"sidewalk","Xime deli corp","50034179","yes","no",20-JUN-20
4334,"roadway","K�OOK","50034192","no","yes",23-JUN-20
2109,"both","Butch and Coco LLC","50034214","yes","yes",20-JUN-20
7003,"both","Margherita NYC","50034249","yes","yes",02-JUL-20
11036,"both","macper llc","50034275","yes","yes",18-SEP-20
3061,"sidewalk","Cinco de Mayo","50034283","yes","no",21-JUN-20
5861,"both","Cinco De Mayo","50034283","yes","yes",26-JUN-20
1560,"both","The Four Horsemen","50034287","yes","yes",19-JUN-20
9192,"sidewalk","La Unica Panaderia en la 86.corp","50034294","yes","no",23-JUL-20
3434,"both","JFKK Bistro Inc","50034377","yes","yes",22-JUN-20
1246,"both","Black Barn Restaurant","50034379","yes","yes",19-JUN-20
4639,"both","Parrilla Latina","50034387","yes","yes",23-JUN-20
11259,"sidewalk","BONO TRATTORIA","50034452","yes","no",06-OCT-20
9726,"sidewalk","Burger King","50034499","yes","no",02-AUG-20
9725,"sidewalk","Burger King","50034500","yes","no",02-AUG-20
6994,"both","The Peacock","50034502","yes","yes",02-JUL-20
6063,"both","Tom N Toms Coffee Corp","50034542","yes","yes",27-JUN-20
6284,"sidewalk","Oaxaca Hells Kitchen","50034573","yes","no",29-JUN-20
9123,"sidewalk","P. Hendel Products Partnership","50034652","yes","no",22-JUL-20
7816,"roadway","Kai Fan","50034653","no","yes",08-JUL-20
269,"sidewalk","Sunrise International LLC","50034653","yes","no",19-JUN-20
6484,"both","ELORA SPANISH MEXICAN RESTAURANT","50034665","yes","yes",30-JUN-20
6095,"sidewalk","Elora Spanish Mexican restaurant","50034665","yes","no",27-JUN-20
1401,"both","Afghan kebab 2","50034676","yes","yes",19-JUN-20
5889,"both","Mazaar Lounge","50034683","yes","yes",26-JUN-20
10394,"sidewalk","Ihop","50034720","yes","no",18-AUG-20
5272,"both","Jane Motorcycles, LLC","50034725","yes","yes",25-JUN-20
3695,"both","The Mermaid Inn","50034728","yes","yes",22-JUN-20
5379,"sidewalk","The Late Late","50034756","yes","no",25-JUN-20
8597,"sidewalk","Oaxaca Hells Kitchen","50034817","yes","no",16-JUL-20
8595,"sidewalk","Oaxaca Hells Kitchen","50034817","yes","no",16-JUL-20
377,"both","HBTJ Hospitality LLC","50034871","yes","yes",19-JUN-20
2161,"sidewalk","Diamond Dogs","50034874","yes","no",20-JUN-20
8438,"both","FTG Company USA Inc.","50034945","yes","yes",15-JUL-20
5655,"roadway","Your way caf� BK","50034982","no","yes",26-JUN-20
1100,"sidewalk","Gran Torino","50035038","yes","no",19-JUN-20
8905,"both","Bob�s Your Uncle","50035053","yes","yes",19-JUL-20
4151,"sidewalk","Bob's Your Uncle","50035053","yes","no",23-JUN-20
10238,"sidewalk","Oso Hamilton Heights, LLC","50035069","yes","no",14-AUG-20
9525,"sidewalk","15-Feb","50035136","yes","no",29-JUL-20
4116,"both","Tacos El Bronco","50035139","yes","yes",22-JUN-20
10105,"roadway","Bordeaux","50035140","no","yes",10-AUG-20
5142,"both","lefkada llc","50035200","yes","yes",24-JUN-20
8867,"roadway","LEFKADA LLC","50035200","no","yes",18-JUL-20
4068,"both","MAMO RESTAURANT","50035244","yes","yes",22-JUN-20
4976,"roadway","Mexicue","50035278","no","yes",24-JUN-20
7101,"roadway","Mexicue 225  Fifth LLC","50035278","no","yes",03-JUL-20
1070,"both","Dante","50035310","yes","yes",19-JUN-20
7133,"openstreets","La Pecora Bianca","50035353","no","no",03-JUL-20
2278,"both","La Pecora Bianca NoMad","50035353","yes","yes",20-JUN-20
1699,"roadway","La Pecora Bianca NoMad","50035353","no","yes",19-JUN-20
1571,"both","Cafe Con Pan Bakery Corp. III","50035390","yes","yes",19-JUN-20
3062,"both","Prima Sarabella Restaurant","50035409","yes","yes",21-JUN-20
5390,"both","Spaghetti Incident","50035421","yes","yes",25-JUN-20
5787,"roadway","Safari restaurant NYC LLC","50035423","no","yes",26-JUN-20
99,"sidewalk","Gourmet Fit","50035431","yes","no",19-JUN-20
9206,"both","ATLANTIC CAFE INC","50035434","yes","yes",23-JUL-20
11241,"both","ATLANTIC CAFE","50035434","yes","yes",05-OCT-20
5993,"both","the alchemist's kitchen","50035436","yes","yes",27-JUN-20
7638,"roadway","Subway","50035484","no","yes",07-JUL-20
10077,"openstreets","Taiwan Bear House","50035490","no","no",08-AUG-20
1837,"sidewalk","Brooklyn Blend","50035492","yes","no",19-JUN-20
1139,"sidewalk","Safari restaurant NYC LLC","50035523","yes","no",19-JUN-20
6138,"both","Drink","50035551","yes","yes",28-JUN-20
8916,"sidewalk","Proto's Pizza","50035559","yes","no",19-JUL-20
11266,"both","BREAD &BUTTER","50035574","yes","yes",07-OCT-20
6867,"sidewalk","bkcs ltd","50035574","yes","no",02-JUL-20
8135,"sidewalk","Dae Song Chinese Restaurant","50035589","yes","no",12-JUL-20
6519,"sidewalk","compadres mexican food corp.","50035640","yes","no",30-JUN-20
9446,"sidewalk","Paris Baguette America","50035662","yes","no",28-JUL-20
1472,"both","Leyenda","50035675","yes","yes",19-JUN-20
8641,"openstreets","Williamsburg Vegan Corp","50035684","no","no",16-JUL-20
8976,"sidewalk","Stonefruit Espresso + Kitchen","50035689","yes","no",20-JUL-20
132,"both","LES Enfants de Boh�me","50035710","yes","yes",19-JUN-20
11002,"sidewalk","Just Salad Chicago LLC","50035721","yes","no",16-SEP-20
10761,"roadway","Just Salad Park Slope LLC","50035721","no","yes",31-AUG-20
10612,"sidewalk","pelicanrfeef caterers","50035731","yes","no",25-AUG-20
5261,"sidewalk","NURIA�S RESTAURANTE Salvadore�o Inc","50035853","yes","no",25-JUN-20
62,"roadway","Grand Army Bar","50035885","no","yes",19-JUN-20
4235,"both","Parlay","50035943","yes","yes",23-JUN-20
6112,"roadway","Vietspot","50035946","no","yes",28-JUN-20
6008,"sidewalk","EL NUEVO PATIO RESTAURANT CORP","50035953","yes","no",27-JUN-20
10104,"sidewalk","Luscious Thai","50035991","yes","no",10-AUG-20
7051,"both","Puerta Del Sol","50036006","yes","yes",02-JUL-20
680,"sidewalk","MICDAVIS LLC","50036014","yes","no",19-JUN-20
492,"both","The Malt House Fidi","50036043","yes","yes",19-JUN-20
6735,"roadway","ASADERO LA FOGATA CORP","50036053","no","yes",01-JUL-20
844,"sidewalk","ASADERO LA FOGATA CORP","50036053","yes","no",19-JUN-20
7065,"both","Mekelburg's","50036088","yes","yes",03-JUL-20
6502,"sidewalk","Saints and Sinners","50036110","yes","no",30-JUN-20
11336,"roadway","CAFE &amp; RESTAURANT BONGAR","50036175","no","yes",16-OCT-20
4775,"sidewalk","Jani caf� and restaurant","50036175","yes","no",24-JUN-20
8545,"sidewalk","Gabriel Kreuther","50036191","yes","no",16-JUL-20
10468,"roadway","Nomo Soho","50036199","no","yes",20-AUG-20
2469,"both","Astoria Craft","50036222","yes","yes",20-JUN-20
2583,"both","CRC Hospitality Group LLC","50036313","yes","yes",20-JUN-20
202,"both","Windy Point East LLC II","50036360","yes","yes",19-JUN-20
9503,"both","Mr. Fongs LLC","50036378","yes","yes",29-JUL-20
3678,"both","House of Thai","50036379","yes","yes",22-JUN-20
3054,"both","BROWN SUGAR","50036394","yes","yes",21-JUN-20
7502,"both","Skyview Diner","50036400","yes","yes",07-JUL-20
6333,"both","HABANERO","50036447","yes","yes",29-JUN-20
7783,"both","the ridgewood ale house","50036483","yes","yes",08-JUL-20
7356,"both","La Puerta Roja","50036507","yes","yes",06-JUL-20
239,"sidewalk","La Puerta Roja","50036507","yes","no",19-JUN-20
3978,"both","Matiz lat�n cuisine","50036511","yes","yes",22-JUN-20
7530,"sidewalk","CHOPT","50036525","yes","no",07-JUL-20
7922,"roadway","Caffe Vita","50036530","no","yes",09-JUL-20
7908,"sidewalk","PATRIZIAS OF 2ND AVENUE","50036537","yes","no",09-JUL-20
5687,"both","Bar Goto","50036584","yes","yes",26-JUN-20
4085,"both","256 Third Ave Inc,","50036587","yes","yes",22-JUN-20
11218,"roadway","NYCS FRIED CHICKEN","50036594","no","yes",02-OCT-20
3031,"sidewalk","Werkstatt","50036603","yes","no",21-JUN-20
3667,"sidewalk","Tradiciones Mexicanas, corp.","50036649","yes","no",22-JUN-20
7856,"both","NeueHouse","50036670","yes","yes",09-JUL-20
7853,"both","NeueHouse","50036670","yes","yes",09-JUL-20
4052,"both","BB 57 LLC","50036672","yes","yes",22-JUN-20
7433,"both","Aroma Brazil Restaurant","50036685","yes","yes",06-JUL-20
7359,"both","Maca Restaurant Corp","50036698","yes","yes",06-JUL-20
10132,"both","Mallys'DELI grocery  CORP","50036711","yes","yes",11-AUG-20
10046,"sidewalk","Mally's Deli & Grocery corp.","50036711","yes","no",08-AUG-20
2127,"both","Wildair","50036745","yes","yes",20-JUN-20
2359,"both","Bar 9 entertainment corp","50036750","yes","yes",20-JUN-20
10223,"roadway","New shanghai Tide Restaurant","50036890","no","yes",13-AUG-20
5402,"both","Dona Zita Gowanus","50036899","yes","yes",25-JUN-20
6161,"sidewalk","Chai Thai kitchen","50036900","yes","no",28-JUN-20
7693,"both","Chai Thai Kitchen","50036900","yes","yes",08-JUL-20
11113,"both","POTENTIAL VEGETAL (PV HERBS &amp; VITAMINS) INC","50036902","yes","yes",25-SEP-20
5751,"both","amata","50037094","yes","yes",26-JUN-20
5597,"both","Listo El Chimi Cafeteria Corp","50037230","yes","yes",25-JUN-20
10021,"sidewalk","Gerizim Burger Factory","50037266","yes","no",07-AUG-20
10024,"both","Gerizim Burger Factory","50037266","yes","yes",07-AUG-20
10025,"both","Gerizim Burger Factory","50037266","yes","yes",07-AUG-20
10038,"both","Gerizim Burger Factory","50037266","yes","yes",07-AUG-20
9667,"roadway","Gerizim Burger Factory INC.","50037266","no","yes",31-JUL-20
4820,"sidewalk","Black Star Bakery&Cafe","50037295","yes","no",24-JUN-20
253,"both","Cemitas El Tigre","50037441","yes","yes",19-JUN-20
7216,"roadway","Renzan Sushi Corporation","50037443","no","yes",04-JUL-20
10127,"sidewalk","Renzan Sushi Corporation","50037443","yes","no",11-AUG-20
8355,"sidewalk","Hampton Chutney Co.","50037466","yes","no",14-JUL-20
9975,"both","Slaughtered lamb Pub","50037509","yes","yes",07-AUG-20
738,"sidewalk","slaughtered lamb pub","50037509","yes","no",19-JUN-20
709,"sidewalk","Jekyll and HYde","50037511","yes","no",19-JUN-20
5265,"both","480 Union PB LLC","50050712","yes","yes",25-JUN-20
8948,"roadway","El Mekkah Bar & Grill","50050729","no","yes",20-JUL-20
5179,"sidewalk","Elmekkah Inc","50050729","yes","no",24-JUN-20
9825,"openstreets","Faun","50050745","no","no",05-AUG-20
8154,"sidewalk","Hotpot 828 INC","50050758","yes","no",13-JUL-20
8280,"both","hotpot 828 inc","50050758","yes","yes",13-JUL-20
3261,"sidewalk","ARATA","50050792","yes","no",22-JUN-20
3381,"both","LA CONTRADA","50050792","yes","yes",22-JUN-20
3401,"sidewalk","LA CONTRADA","50050792","yes","no",22-JUN-20
877,"roadway","THE ARMORY","50050799","no","yes",19-JUN-20
9763,"sidewalk","Fabio Cucina Italiana","50050807","yes","no",03-AUG-20
2534,"sidewalk","1613 second avenue food inc","50050831","yes","no",20-JUN-20
11369,"sidewalk","WASHINGTON AVENUE CAFE","50050863","yes","no",21-OCT-20
1345,"both","Domo Taco LLC","50050892","yes","yes",19-JUN-20
6705,"both","by CHLOE","50050905","yes","yes",01-JUL-20
3958,"both","Leticias restaurant inc","50050922","yes","yes",22-JUN-20
9697,"sidewalk","Darlings","50050931","yes","no",02-AUG-20
919,"roadway","Misirizzi","50050958","no","yes",19-JUN-20
536,"sidewalk","Misirizzi","50050958","yes","no",19-JUN-20
1707,"both","Dear Mama Coffee","50050972","yes","yes",19-JUN-20
5730,"sidewalk","FGC 275 MADISON, LLC","50050991","yes","no",26-JUN-20
10807,"both","LA PARADA RESTAURANT","50051014","yes","yes",02-SEP-20
11433,"sidewalk","LOVE MAMA","50051016","yes","no",28-OCT-20
3254,"both","Anthony�s place","50051049","yes","yes",22-JUN-20
11476,"sidewalk","GREGORYS COFFEE","50051064","yes","no",05-NOV-20
10251,"sidewalk","Hyatt Union Square","50051068","yes","no",14-AUG-20
11065,"both","BOWERY ROAD","50051068","yes","yes",22-SEP-20
10711,"openstreets","ATOBOY","50051129","no","no",28-AUG-20
8082,"both","atoboy llc","50051129","yes","yes",11-JUL-20
6125,"both","dim sum palace inc","50051234","yes","yes",28-JUN-20
9935,"openstreets","Dim sum Palace inc","50051234","no","no",06-AUG-20
1599,"both","Martha's Country Bakery","50051269","yes","yes",19-JUN-20
6742,"both","Ludlow Coffee Supply LLC","50051274","yes","yes",01-JUL-20
1381,"sidewalk","San feng restaurant","50051278","yes","no",19-JUN-20
5477,"both","JMF Restaurant Corp","50051291","yes","yes",25-JUN-20
2811,"both","Momokawa","50051304","yes","yes",21-JUN-20
6065,"both","Ocelotl Diner Corp.","50051307","yes","yes",27-JUN-20
5868,"sidewalk","35-12 30 th Avenue","50051314","yes","no",26-JUN-20
8362,"sidewalk","El Burrito Nacho & La Nova Pizza Corp","50051344","yes","no",14-JUL-20
7349,"both","Sophie's Bistro and Lounge","50051366","yes","yes",05-JUL-20
7817,"both","Sip unwine corp","50051370","yes","yes",08-JUL-20
4909,"both","In Thursday Kitchen LLC","50051395","yes","yes",24-JUN-20
3400,"roadway","King","50051433","no","yes",22-JUN-20
11027,"both","GERSI","50051436","yes","yes",18-SEP-20
11069,"both","Time Tequila Bar Cafe Corp.","50051455","yes","yes",22-SEP-20
5847,"both","Tequila Time Bar Cafe Corp.","50051455","yes","yes",26-JUN-20
5812,"sidewalk","Tequila Time Bar Cafe Corp.","50051455","yes","no",26-JUN-20
11228,"both","WONDEE SIAM","50051480","yes","yes",04-OCT-20
2371,"sidewalk","CHOKDEE CORP","50051480","yes","no",20-JUN-20
9326,"both","8Paet Rio Restaurant","50051482","yes","yes",25-JUL-20
5653,"sidewalk","THE MILL","50051548","yes","no",26-JUN-20
8107,"both","JORDAN SNACK BAR AND BURGER CORP","50051556","yes","yes",11-JUL-20
10896,"both","GUYERS","50051577","yes","yes",08-SEP-20
1844,"sidewalk","Guyers","50051577","yes","no",19-JUN-20
975,"sidewalk","Blue Fin/Dos Caminos","50051612","yes","no",19-JUN-20
5985,"sidewalk","Krazy Carrot","50051615","yes","no",27-JUN-20
9188,"both","Dinah Restaurant","50051638","yes","yes",23-JUL-20
10647,"both","Tarallucci e Vino","50051662","yes","yes",26-AUG-20
2047,"both","Joe and Sal's Pizza","50051668","yes","yes",20-JUN-20
10192,"both","Little Canal","50051704","yes","yes",12-AUG-20
167,"both","Little Canal","50051704","yes","yes",19-JUN-20
7256,"both","Puerto Rico Restaurant & Pizza inc.","50051719","yes","yes",04-JUL-20
2935,"both","Haab mexican restaurant","50051741","yes","yes",21-JUN-20
6473,"both","The bushwick diner","50051748","yes","yes",30-JUN-20
1274,"sidewalk","16 Court Coffee and Bakery LLC","50051766","yes","no",19-JUN-20
9065,"both","Xin Feng 1 inc.","50051767","yes","yes",21-JUL-20
6388,"both","Prontito Corp","50051778","yes","yes",29-JUN-20
7258,"both","The Rock Restaurant & Diner inc.","50051826","yes","yes",04-JUL-20
6655,"sidewalk","Julies","50051867","yes","no",01-JUL-20
9152,"both","California Sports Bar","50051883","yes","yes",22-JUL-20
7531,"both","Regular Visitors, LLC","50051896","yes","yes",07-JUL-20
1836,"sidewalk","Cafe Grumpy","50051924","yes","no",19-JUN-20
7755,"both","Naranja Capt Loui","50051936","yes","yes",08-JUL-20
5103,"both","Osamil","50052171","yes","yes",24-JUN-20
4586,"both","jamo 31 inc","50052171","yes","yes",23-JUN-20
8021,"both","Luna cafe inc","50052217","yes","yes",10-JUL-20
8437,"both","Luna cafe inc","50052217","yes","yes",15-JUL-20
8439,"both","Luna cafe inc","50052217","yes","yes",15-JUL-20
6625,"both","C.xique caf� inc","50052244","yes","yes",30-JUN-20
6634,"both","Norwinds INC","50052256","yes","yes",30-JUN-20
2054,"sidewalk","One Girl Cookies","50052262","yes","no",20-JUN-20
7851,"sidewalk","One Girl Cookies","50052262","yes","no",09-JUL-20
8057,"roadway","Dumpling Man","50052280","no","yes",10-JUL-20
5968,"sidewalk","Milk Bar","50052366","yes","no",27-JUN-20
9902,"openstreets","Casual Cafe Partners, LLC","50052366","no","no",06-AUG-20
705,"sidewalk","Milk Bar","50052366","yes","no",19-JUN-20
10911,"roadway","NEW YORK BURGER CO.","50052392","no","yes",09-SEP-20
3598,"sidewalk","Kings Fried Chicken INC.","50052413","yes","no",22-JUN-20
10364,"both","SWEETGREEN","50052428","yes","yes",18-AUG-20
10372,"sidewalk","SWEETGREEN","50052431","yes","no",18-AUG-20
10371,"both","SWEETGREEN","50052431","yes","yes",18-AUG-20
5679,"both","Jenavies Cafe","50052463","yes","yes",26-JUN-20
8406,"both","Espresso Me","50052482","yes","yes",14-JUL-20
7629,"both","MR Q'S GRILL HOUSE INC","50052491","yes","yes",07-JUL-20
2980,"sidewalk","Ess-a-Bagel","50052503","yes","no",21-JUN-20
